Date,Close,High,Low,Open,Volume,Daily Return,Volatility,MA20,MA50,MA200,Volatility_20D,Volatility_60D,Upper_Bollinger,Lower_Bollinger,MACD,Signal Line,RSI_14,CCI_20,ADX_14,Plus_DI,Minus_DI,%K,%D,%J,Volatility_Cluster,Anomaly
2019-04-30,12.020000457763672,12.119999885559082,11.84000015258789,12.020000457763672,52680483,0.00333897471250455,0.3239978748513095,11.784999990463257,11.72159999847412,13.782100005149841,0.3239978748513095,0.40914873744603597,12.342720904114897,11.227279076811618,0.13153969343790806,0.10371523332884713,56.43564169459229,77.94425821246654,12.059369126116277,22.696613992506972,19.840823969458196,57.69234648823175,56.41026581532892,60.25650783403741,0,1
2019-05-02,11.619999885559082,11.920000076293945,11.579999923706055,11.800000190734863,58815949,-0.03327791655334178,0.34477691521529336,11.796999979019166,11.731199989318847,13.756200008392334,0.34477691521529336,0.41499707163482724,12.327703598114548,11.266296359923784,0.0976970649671518,0.10251159965650807,47.89915427626227,-28.62078141845933,11.599944419060757,20.743868570411124,23.217776390035603,19.230751596258294,43.5897341846711,-29.48721358056732,0,1
2019-05-03,11.800000190734863,11.9399995803833,11.65999984741211,11.720000267028809,36641129,0.015490559978359242,0.34819062020262626,11.819000005722046,11.742799987792969,13.720200009346009,0.34819062020262626,0.41523779002016586,12.308291603167149,11.329708408276943,0.0844278269489056,0.09889484511498758,49.18032979106354,-1.7537162457577524,11.101742973758657,19.828843191634814,21.752009254374222,36.53847388261919,37.82052398903642,33.97437366978474,0,1
2019-05-06,11.0,11.539999961853027,10.779999732971191,11.5,143992147,-0.06779662523760033,0.42635284241226795,11.807000017166137,11.74679998397827,13.680200009346008,0.42635284241226795,0.440085854291514,12.363269454534647,11.250730579797628,0.009251880785400957,0.08096625224907027,40.81633778456523,-266.46020462031873,12.752194983699459,16.2970929451249,33.244220771633195,13.095251611028106,22.954825696635208,-6.623896560186097,0,1
2019-05-07,10.84000015258789,11.020000457763672,10.579999923706055,11.0,103147643,-0.014545440673828125,0.36172203083957644,11.753000020980835,11.74679998397827,13.638100008964539,0.36172203083957644,0.42395072107946197,12.453949639409855,11.052050402551815,-0.06251560766372677,0.05226988026651086,37.08611132777529,-294.07769780374036,14.616350143549457,15.051675425560124,34.177321517416495,13.829798566749336,21.154508020132223,-0.819620340016435,0,1
2019-05-08,10.579999923706055,10.739999771118164,10.4399995803833,10.600000381469727,77101167,-0.023985260629333593,0.36826889011502567,11.690000009536742,11.730799980163575,13.58375000476837,0.36826889011502567,0.4266821433955808,12.563323898625567,10.816676120447918,-0.1387720273262545,0.014061498747957788,33.74234026189744,-264.76359370100306,16.56794997957979,14.003950024851433,34.23458946852326,6.930708494875653,11.285252890884374,-1.778380297141787,0,1
2019-05-09,10.460000038146973,10.720000267028809,10.420000076293945,10.720000267028809,57447536,-0.011342144274519739,0.36886038969085133,11.625,11.701599979400635,13.530800008773804,0.36886038969085133,0.4268713154495409,12.655717613741716,10.594282386258284,-0.20650827830501228,-0.03005245666263623,30.06136566617745,-206.7231974139151,18.412124697004188,13.258525855894998,32.767151903503375,1.960782480441495,7.573763180688839,-9.265178920053192,0,1
2019-05-10,10.640000343322754,10.779999732971191,10.420000076293945,10.680000305175781,49391863,0.017208442114658773,0.37762518388015476,11.571000003814698,11.669599990844727,13.479500012397766,0.37762518388015476,0.41920152933115296,12.690132993205305,10.45186701442409,-0.2428656212138911,-0.0726150895728872,32.544408582946005,-151.68686375736664,19.87738984854872,13.477870425176022,30.658208476636204,10.78432701679916,6.558605997372112,19.235769055653257,0,1
2019-05-14,10.119999885559082,10.319999694824219,10.0600004196167,10.260000228881836,93843860,-0.04887222189706075,0.40427636862525107,11.484999990463256,11.627999992370606,13.422350015640259,0.40427636862525107,0.43073295662347755,12.769260891562242,10.200739089364271,-0.31006453754570984,-0.12010497916745173,29.10055499742407,-171.64691888896155,21.83009632849984,12.123984310379981,33.813493205125525,2.4999781449601084,5.081695880733598,-2.6634573265868706,0,1
2019-05-15,10.479999542236328,10.739999771118164,10.260000228881836,10.380000114440918,67013283,0.035573089006745384,0.4258792032373049,11.431999969482423,11.594799976348877,13.374250011444092,0.4258792032373049,0.4093556532270076,12.791962790532983,10.072037148431862,-0.33046184083375607,-0.16217635150071263,26.373649694339875,-109.4011337202824,22.11138193862716,17.888996099139675,30.308597827297422,17.499966224029258,10.261423795262852,31.97705108156207,0,1
2019-05-16,10.300000190734863,10.699999809265137,10.279999732971191,10.699999809265137,44951125,-0.017175511389674658,0.42592416361143115,11.365999984741212,11.561599979400635,13.326350016593933,0.42592416361143115,0.40970798551768817,12.812889878014067,9.919110091468356,-0.3570356097309624,-0.2011482031467626,21.857958951397052,-100.7711247522082,22.37257571945967,16.631359374594364,28.177835123463158,10.434776118660343,10.14490682921658,11.014514697547867,0,1
2019-05-17,10.15999984741211,10.359999656677246,10.079999923706055,10.279999732971191,52691189,-0.013592266090314054,0.4258709076886992,11.291999959945679,11.527199974060059,13.282050013542175,0.4258709076886992,0.4052530731287637,12.82849763746132,9.755502282430038,-0.3849548508159888,-0.23790953268060788,23.391847599671408,-108.16357920055384,23.009953442236625,15.832252476475245,30.25595519481097,4.587131079948992,10.840624474212873,-7.919855708578773,0,1
